cod_cliente,nome_completo,email,tipo_cliente,data_inclusao,cpfcnpj,endereco,cep,uf,tempo_como_cliente,idade
734,Luna Monteiro,stella79@example.org,Pessoa Física,2020-08-17 15:00:00,786.152.093-59,"Área Clara Castro, 91 Serra 90010378 Duarte Grande / MG",89964-963,Minas Gerais,57.266666666666666,
865,Danilo Monteiro,leticia65@example.org,Pessoa Física,2019-05-06 10:03:00,813.469.705-48,"Área Bruna Pinto, 9 Tres Marias 69314-474 Costela / PI",95694-426,Piauí,72.9,
962,Marina Monteiro,joao-lucasoliveira@example.org,Pessoa Física,2022-07-19 15:11:00,712.435.069-70,Feira da Conceição Vila Do Pombal 25982975 Ramos / BA,1613203,Bahia,33.9,
23,Sabrina Nogueira,lara92@example.net,Pessoa Física,2012-12-06 10:38:00,105.362.874-90,"Recanto de Viana, 51 Cinquentenário 35460-305 Mendes / PB",45240598,Paraíba,150.96666666666667,37.0
156,Matheus Nogueira,leticiacostela@example.org,Pessoa Física,2018-09-03 15:21:00,205.649.318-70,"Rodovia de Nogueira, 79 Solimoes 99124-289 Fernandes Grande / RS",46469073,Rio Grande do Sul,81.06666666666666,55.0
470,Heloísa Nogueira,juanteixeira@example.com,Pessoa Física,2016-10-03 14:01:00,290.415.738-79,"Largo Enrico Moreira, 82 Nossa Senhora Do Rosário 07570669 da Mata / RS",27276817,Rio Grande do Sul,104.4,
508,Catarina Nogueira,brendaalmeida@example.net,Pessoa Física,2019-05-18 14:07:00,269.031.847-40,"Setor de Rezende, 1 Maria Tereza 91022434 Gonçalves / SC",37113-152,Santa Catarina,72.5,
509,Matheus Nogueira,camposmaria-clara@example.org,Pessoa Física,2012-01-20 11:56:00,507.689.421-01,"Campo Nunes, 35 Calafate 93091-401 Moura Grande / RS",29657-764,Rio Grande do Sul,161.66666666666666,
533,Alana Nogueira,mcastro@example.com,Pessoa Física,2021-08-09 12:39:00,423.518.970-05,"Trevo Benjamin Dias, 33 Vila Independencia 1ª Seção 46747249 Barbosa Alegre / RN",21601596,Rio Grande do Norte,45.36666666666667,
634,Paulo Nogueira,pedro-lucas85@example.com,Pessoa Física,2021-07-02 13:31:00,758.349.012-04,"Vila Cardoso, 77 Leticia 51050-423 Mendes da Praia / BA",80483580,Bahia,46.63333333333333,
668,Maria Julia Nogueira,gramos@example.net,Pessoa Física,2015-03-03 12:16:00,305.187.462-08,"Lagoa Carvalho, 4 Jardim Felicidade 92014053 Ramos Verde / PB",29165027,Paraíba,123.73333333333333,67.0
757,Julia Nogueira,luigi30@example.com,Pessoa Física,2016-12-10 15:46:00,471.690.358-39,"Vereda de Correia, 1 Marieta 3ª Seção 91998-530 Monteiro / RR",79522419,Roraima,102.13333333333334,38.0
774,Valentina Nogueira,eduardo99@example.net,Pessoa Física,2018-07-11 14:52:00,726.435.910-70,"Passarela de da Rosa, 17 Cardoso 56527391 Rezende do Galho / PI",59960-080,Piauí,82.86666666666666,
839,Clarice Nogueira,pintocaio@example.org,Pessoa Física,2017-01-02 12:37:00,182.905.463-51,"Colônia de da Mata, 7 Xangri-Lá 52109327 Campos das Flores / MG",34927-035,Minas Gerais,101.36666666666666,
889,Bianca Nogueira,moraesnicolas@example.org,Pessoa Física,2022-11-20 14:49:00,169.502.874-02,"Viaduto Lorena da Rocha, 31 Vila Calafate 57952-050 Peixoto de Campos / MA",69613-287,Maranhão,29.766666666666666,23.0
995,Vitor Hugo Nogueira,castrovitoria@example.org,Pessoa Física,2021-02-06 13:22:00,413.702.968-78,"Vila Maria Cecília da Luz, 90 Santa Isabel 65394776 da Conceição / SP",5860602,São Paulo,51.5,37.0
69,Ana Júlia Oliveira,isis11@example.net,Pessoa Física,2019-10-26 14:52:00,210.643.578-90,"Viela GonÃ§alves, 524 São Gabriel 85020155 da Paz de Farias / MS",48276-010,Mato Grosso do Sul,67.13333333333334,
96,Bryan Oliveira,rezendejulia@example.org,Pessoa Física,2022-08-15 13:30:00,163.250.789-77,"Passarela Oliveira, 453 Conjunto Jardim Filadélfia 18924578 Pinto / SP",99252052,São Paulo,33.0,
125,Caué Oliveira,thiago40@example.org,Pessoa Física,2019-04-08 12:41:00,538.072.694-10,"Chácara de Gomes, 660 Ernesto Nascimento 99378-173 Lopes Alegre / RR",61566532,Roraima,73.83333333333333,40.0
154,Ana Júlia Oliveira,kevin24@example.org,Pessoa Física,2013-10-14 11:46:00,059.187.432-60,"Lagoa de Araújo, 41 Venda Nova 32097449 Silva / RN",51218-272,Rio Grande do Norte,140.56666666666666,
180,João Gabriel Oliveira,cmonteiro@example.org,Pessoa Física,2022-07-21 12:36:00,925.138.746-09,"Núcleo da Luz, 80 Vila Sumaré 45305-398 da Rocha / SE",42069-597,Sergipe,33.833333333333336,
181,João Gabriel Oliveira,joao-pedro84@example.com,Pessoa Física,2021-06-08 15:03:00,956.478.320-83,Favela de Rodrigues Vila Do Pombal 83837-731 da Costa / SC,52099-862,Santa Catarina,47.43333333333333,57.0
196,Vitória Oliveira,moraescaio@example.org,Pessoa Física,2014-06-05 12:16:00,196.378.240-22,"Viela Joana Duarte, 96 Tupi B 41685-145 Pinto / RO",10703-141,Rondônia,132.76666666666668,46.0
199,Murilo Oliveira,caldeirayuri@example.com,Pessoa Física,2019-01-10 12:24:00,061.984.573-20,"Sítio de da Conceição, 21 Suzana 63330113 Pires / MS",59066-697,Mato Grosso do Sul,76.76666666666667,81.0
256,Agatha Oliveira,monteirosofia@example.net,Pessoa Física,2020-04-28 16:46:00,896.130.725-86,"Recanto Bernardo Rezende, 11 São Damião 25575-266 Caldeira / SP",50987-872,São Paulo,60.96666666666667,
271,Larissa Oliveira,da-luzmarcos-vinicius@example.com,Pessoa Física,2020-12-02 12:41:00,764.092.138-40,"Praia de Mendes, 99 São Paulo 59552-991 Novaes / AC",93866-463,Acre,53.7,25.0
273,Vitor Gabriel Oliveira,osilveira@example.net,Pessoa Física,2020-04-27 11:42:00,403.172.598-14,Avenida Caldeira Vila Oeste 31522-748 Alves do Campo / ES,67970-617,Espírito Santo,61.0,55.0
301,Stephany Oliveira,maria-sophianunes@example.org,Pessoa Física,2015-10-20 13:23:00,329.571.680-30,"Ladeira Barbosa, 905 Delta 83154-332 Oliveira / MS",44209-089,Mato Grosso do Sul,116.03333333333333,
315,Lívia Oliveira,ramospietra@example.net,Pessoa Física,2022-12-19 14:37:00,527.806.349-10,"Estrada de Carvalho, 10 Jardinópolis 16471842 Caldeira do Campo / AC",39563-033,Acre,28.8,
519,Bryan Oliveira,kda-luz@example.org,Pessoa Física,2021-09-14 11:54:00,073.218.694-31,"Aeroporto Jesus, 59 Vila Madre Gertrudes 2ª Seção 55659-448 Martins das Flores / AL",10142341,Alagoas,44.166666666666664,72.0
581,Enrico Oliveira,castroheitor@example.net,Pessoa Física,2017-07-06 11:09:00,278.906.415-67,"Alameda Renan da Cruz, 76 Vila Nova Cachoeirinha 3ª Seção 83487207 da Costa da Serra / SP",15723-507,São Paulo,95.2,
688,Alexandre Oliveira,vicenteda-conceicao@example.net,Pessoa Física,2017-12-05 11:03:00,560.941.382-60,"Morro Otávio Costela, 18 Vila Suzana Primeira Seção 79865617 Nunes Verde / RS",32672164,Rio Grande do Sul,90.13333333333334,
715,Bruno Oliveira,calebe23@example.net,Pessoa Física,2018-12-20 16:17:00,912.685.734-00,"Parque de Duarte, 58 Vila Esplanada 21284-209 Dias / AP",39393-555,Amapá,77.46666666666667,51.0
451,Stella Silveira,esther63@example.org,Pessoa Física,2011-08-25 11:33:00,583.260.971-95,"Viela Sophia Peixoto, 95 Andiroba 01362-364 Rocha / MT",44492-634,Mato Grosso,166.6,25.0
472,Matheus Silveira,da-cunhaluiz-miguel@example.org,Pessoa Física,2022-08-07 12:08:00,608.573.421-26,"Rua Maria Julia da Costa, 3 Penha 14678-858 Pinto do Amparo / BA",96254453,Bahia,33.266666666666666,43.0
511,Murilo Silveira,da-costabarbara@example.org,Pessoa Física,2018-11-07 11:57:00,317.406.829-04,"Vale Vinicius da Cunha, 6 Vila Santo Antônio Barroquinha 48223-320 Gonçalves / ES",71158-691,Espírito Santo,78.9,
526,Rafaela Silveira,joao-miguel21@example.net,Pessoa Física,2018-09-16 15:21:00,178.936.250-40,"Avenida Yuri Santos, 56 Boa União 1ª Seção 28672289 da Cunha / SC",71513521,Santa Catarina,80.63333333333334,43.0
539,Benjamin Silveira,lda-mata@example.com,Pessoa Física,2011-04-21 10:58:00,983.416.270-78,"Chácara Campos, 85 Boa União 1ª Seção 87856223 Rocha do Campo / BA",2025883,Bahia,170.8,65.0
549,Mirella Silveira,joanasouza@example.com,Pessoa Física,2019-06-22 15:37:00,290.167.845-94,"Praia Gomes, 99 Buritis 00506278 Fogaça do Oeste / MS",25765-264,Mato Grosso do Sul,71.33333333333333,35.0
666,Lucca Silveira,barbara78@example.com,Pessoa Física,2015-07-27 15:03:00,195.842.037-97,"Feira Silva, 1 Monsenhor Messias 47727-688 Barbosa / RR",23978-780,Roraima,118.86666666666666,77.0
751,Maria Sophia Silveira,mda-luz@example.com,Pessoa Física,2012-01-13 12:29:00,189.647.205-20,Núcleo Nina Castro Universo 61010121 Ribeiro / RS,62560-172,Rio Grande do Sul,161.9,
782,Erick Silveira,rebeca66@example.com,Pessoa Física,2019-01-10 11:19:00,691.837.524-55,"Praia Pedro Lucas Porto, 92 Maria Goretti 68997814 Caldeira / MT",52820470,Mato Grosso,76.76666666666667,
925,Noah Silveira,ana-beatriz52@example.com,Pessoa Física,2014-07-10 14:52:00,278.410.935-60,"Pátio de Melo, 929 Padre Eustáquio 71368151 Moura / AM",90467127,Amazonas,131.6,
949,Samuel Silveira,catarinaporto@example.com,Pessoa Física,2016-07-07 10:30:00,473.820.196-40,"Esplanada Moraes, 202 Vila Nova Gameleira 3ª Seção 90602-498 Monteiro da Mata / TO",34143-462,Tocantins,107.33333333333333,
954,Augusto Silveira,ana-clara17@example.net,Pessoa Física,2012-04-15 10:23:00,459.762.083-47,"Recanto Souza, 43 São Luiz 36309550 Aragão / ES",86541-029,Espírito Santo,158.8,
956,Mariane Silveira,vieiralevi@example.net,Pessoa Física,2017-07-11 15:45:00,647.528.019-49,"Quadra de Araújo, 10 São Francisco Das Chagas 39063132 Barbosa de Minas / RS",32056-771,Rio Grande do Sul,95.03333333333333,36.0
975,Levi Silveira,aalves@example.com,Pessoa Física,2021-03-18 14:58:00,560.824.173-80,Ladeira de Viana Vila Santa Monica 2ª Seção 59516234 Costela / MG,17928-914,Minas Gerais,50.166666666666664,51.0
22,Olivia Teixeira,hbarros@example.com,Pessoa Física,2020-11-14 11:11:00,415.879.203-79,"Fazenda Vinicius Rocha, 39 Cinquentenário 88559026 da Luz / PE",23793323,Pernambuco,54.3,
98,Letícia Teixeira,alana90@example.net,Pessoa Física,2018-02-19 11:29:00,506.187.924-49,"Chácara de das Neves, 55 Alto CaiÃ§aras 74632702 da Cunha / RJ",15033744,Rio de Janeiro,87.6,
202,Luigi Teixeira,goncalveskevin@example.com,Pessoa Física,2016-04-22 11:19:00,675.204.138-53,"Largo da Costa, 811 Madri 34204001 Ferreira Alegre / PA",29819-675,Pará,109.86666666666666,62.0
260,Alana Teixeira,cavalcantimarcos-vinicius@example.com,Pessoa Física,2013-10-22 14:33:00,432.150.768-53,"Aeroporto Lopes, 1 Vila Jardim Leblon 32361498 Oliveira / SP",83270255,São Paulo,140.3,32.0
278,Alexia Teixeira,lunapereira@example.org,Pessoa Física,2020-04-17 15:47:00,670.391.825-21,"Residencial Gonçalves, 273 Das Industrias I 53878542 Jesus / PI",46177-965,Piauí,61.333333333333336,
305,Raul Teixeira,catarinacunha@example.com,Pessoa Física,2021-07-13 13:43:00,136.897.240-31,"Vale Martins, 83 Jardim Dos Comerciarios 86343-612 Nogueira / MT",264638,Mato Grosso,46.266666666666666,80.0
308,Enrico Teixeira,juan30@example.net,Pessoa Física,2018-06-26 14:23:00,415.920.836-33,"Quadra Anthony Viana, 65 Vista Do Sol 06902497 Lima / PI",13700963,Piauí,83.36666666666666,65.0
349,Catarina Teixeira,da-costaalana@example.com,Pessoa Física,2019-01-07 15:47:00,375.492.086-38,"Viaduto de Fogaça, 5 Andiroba 60168-433 Correia de Minas / MS",80534-607,Mato Grosso do Sul,76.86666666666666,
401,Murilo Teixeira,eloah85@example.org,Pessoa Física,2020-12-18 11:53:00,329.608.514-98,"Estação de Martins, 42 Dom Joaquim 32620783 Vieira / MG",38783875,Minas Gerais,53.166666666666664,
444,Bernardo Teixeira,da-pazcamila@example.org,Pessoa Física,2022-11-20 16:56:00,036.827.954-56,"Área Cunha, 26 Marmiteiros 63250034 Nunes Verde / AM",40294-301,Amazonas,29.766666666666666,70.0
460,Matheus Teixeira,freitasagatha@example.org,Pessoa Física,2014-03-04 10:43:00,201.679.843-22,"Passarela Laura Lima, 662 Colégio Batista 92477-191 Nunes / RO",21837993,Rondônia,135.86666666666667,34.0
561,Felipe Teixeira,oliveirafernanda@example.net,Pessoa Física,2019-01-20 12:19:00,728.649.031-13,"Sítio da Luz, 56 Vila Independencia 1ª Seção 51453-241 Caldeira da Mata / MG",83855198,Minas Gerais,76.43333333333334,
603,Francisco Teixeira,fogacahenrique@example.net,Pessoa Física,2018-04-20 10:44:00,983.702.416-03,"Fazenda Rafael Ramos, 79 Guarani 21276-120 Nascimento / DF",80604493,Distrito Federal,85.6,
613,Isabelly Teixeira,thalesviana@example.com,Pessoa Física,2017-10-24 13:13:00,846.751.392-64,"Largo da Luz, 740 Conjunto Jardim Filadélfia 63173687 Azevedo dos Dourados / SC",69346548,Santa Catarina,91.53333333333333,
632,Isadora Teixeira,mcunha@example.org,Pessoa Física,2017-07-25 16:41:00,951.786.204-02,"Alameda Moura, 33 Bonsucesso 32984-617 Farias / CE",51467-373,Ceará,94.56666666666666,
761,Murilo Teixeira,stephanyda-costa@example.net,Pessoa Física,2016-06-07 15:04:00,874.125.903-32,"Viela Felipe Rodrigues, 85 Nazare 16000115 Silva / PB",6896584,Paraíba,108.33333333333333,
764,Camila Teixeira,ana46@example.org,Pessoa Física,2022-09-08 11:06:00,304.867.925-10,"Fazenda de Dias, 1 Marajó 72368-137 da Conceição / CE",92971-218,Ceará,32.2,
951,Matheus Teixeira,helenaalmeida@example.org,Pessoa Física,2018-11-19 11:53:00,065.184.729-01,"Trecho Viana, 7 Corumbiara 51229-101 da Costa / MG",20530-830,Minas Gerais,78.5,
12,Brenda da Costa,azevedojulia@example.net,Pessoa Física,2016-01-13 12:28:00,519.837.046-01,"Viela Gonçalves, 56 Silveira 83067537 Cardoso do Norte / AL",40899-331,Alagoas,113.2,40.0
24,Carlos Eduardo da Costa,augusto70@example.org,Pessoa Física,2018-06-10 11:18:00,093.528.416-89,"Distrito Theo Lima, 75 Mineirão 64887091 Nogueira da Serra / AC",98215323,Acre,83.9,
34,Gustavo da Costa,aaraujo@example.com,Pessoa Física,2022-08-02 15:03:00,532.741.806-53,Praça Luigi Ribeiro Mineirão 63769144 Viana do Sul / RN,34095-618,Rio Grande do Norte,33.43333333333333,
46,Vicente da Costa,hferreira@example.net,Pessoa Física,2011-06-04 11:10:00,436.859.201-89,Largo Rodrigues Bela Vitoria 65601-692 Araújo / AM,30446-154,Amazonas,169.33333333333334,
80,Ana Laura da Costa,ffernandes@example.com,Pessoa Física,2015-04-23 15:08:00,830.246.957-29,"Distrito Campos, 13 Alto Vera Cruz 71980-279 Ferreira / AP",52750-511,Amapá,122.03333333333333,61.0
121,Igor da Costa,souzaana-vitoria@example.org,Pessoa Física,2021-02-08 11:22:00,521.468.390-15,"Avenida Ian Fernandes, 58 Bandeirantes 90717-478 Rocha de Minas / RS",36757-275,Rio Grande do Sul,51.43333333333333,35.0
257,Emanuel da Costa,zcorreia@example.com,Pessoa Física,2021-05-20 14:11:00,305.864.291-15,"Trevo Ana Julia Castro, 3 Alto Barroca 95616-181 da Cunha do Galho / TO",26342-184,Tocantins,48.06666666666667,
458,Catarina da Costa,cardosodavi-lucca@example.net,Pessoa Física,2017-07-02 14:47:00,593.701.482-05,"Residencial Matheus Melo, 546 Braúnas 87347690 Pires de Peixoto / SE",57749312,Sergipe,95.33333333333333,23.0
572,Fernando da Costa,eloah44@example.com,Pessoa Física,2021-09-21 16:34:00,859.712.406-76,"Travessa Elisa Lopes, 37 Vila Nova Gameleira 1ª Seção 80920585 da Paz / MT",57985897,Mato Grosso,43.93333333333333,
578,Pedro Miguel da Costa,matheus28@example.com,Pessoa Física,2021-02-03 14:52:00,367.910.845-10,Praia Peixoto Lagoa 75181268 Costa / RR,38041-732,Roraima,51.6,67.0
673,Davi Lucca da Costa,rnovaes@example.org,Pessoa Física,2016-09-09 14:30:00,580.961.732-86,"Rua Pires, 88 Betânia 01728829 Correia do Galho / DF",87335481,Distrito Federal,105.2,
682,João Lucas da Costa,da-rosacarlos-eduardo@example.org,Pessoa Física,2020-10-14 16:53:00,429.756.308-83,"Aeroporto Lorena Souza, 5 Santa Isabel 27905-727 Viana Paulista / PR",12373200,Paraná,55.333333333333336,
713,Felipe da Costa,clariceda-cruz@example.com,Pessoa Física,2019-10-10 10:50:00,794.385.602-38,"Fazenda de Caldeira, 46 Outro 76868-632 Vieira de Minas / SP",98383701,São Paulo,67.66666666666667,72.0
739,Bárbara da Costa,vianaheloisa@example.org,Pessoa Física,2014-02-26 12:20:00,065.189.437-93,Lago Nathan da Mota São Damião 56497734 Teixeira / CE,11452-459,Ceará,136.06666666666666,66.0
768,Anthony da Costa,wcarvalho@example.net,Pessoa Física,2019-04-22 14:34:00,305.692.847-83,"Sítio da Mata, 75 Vila Boa Vista 66793306 da Rosa / ES",49032-305,Espírito Santo,73.36666666666666,
826,Breno da Costa,luna46@example.net,Pessoa Física,2017-07-16 10:31:00,498.367.052-10,"Avenida de Pires, 62 Vila De Sá 86955148 Silveira da Serra / BA",84921499,Bahia,94.86666666666666,
841,Ana Beatriz da Costa,otavioalves@example.com,Pessoa Física,2020-04-16 16:11:00,562.709.431-16,"Passarela Vieira, 71 Caiçaras 67045387 Campos / AC",14362606,Acre,61.36666666666667,
904,Diogo da Costa,beniciosilva@example.net,Pessoa Física,2020-12-16 14:36:00,486.217.350-08,"Trecho de Monteiro, 46 Garças 77378059 Azevedo de Cardoso / AC",09304-471,Acre,53.233333333333334,
967,Guilherme da Costa,barrosmelissa@example.net,Pessoa Física,2016-02-21 14:33:00,027.531.946-61,"Conjunto Calebe Dias, 30 Vila Boa Vista 29952-706 Alves da Serra / MS",33421319,Mato Grosso do Sul,111.9,
25,Augusto da Cunha,melissacardoso@example.com,Pessoa Física,2022-09-04 10:40:00,172.460.893-22,"Morro Gonçalves, 47 Santa Sofia 26547-604 Vieira do Amparo / AL",07616-570,Alagoas,32.333333333333336,
44,João Pedro da Cunha,ybarros@example.com,Pessoa Física,2020-09-07 14:32:00,835.147.906-39,"Ãrea Luigi Rodrigues, 458 Aarão Reis 02379318 Gomes Alegre / PR",25857675,Paraná,56.56666666666667,
91,João Miguel da Cunha,hda-paz@example.com,Pessoa Física,2020-02-17 10:45:00,912.740.638-50,"Aeroporto Isabella Oliveira, 61 Jaqueline 14925-009 Alves das Pedras / ES",97402-978,Espírito Santo,63.333333333333336,22.0
104,Heloísa da Cunha,barbosayasmin@example.net,Pessoa Física,2018-01-04 12:09:00,921.764.538-91,"Travessa Sarah Aragão, 19 Marilandia 51955-163 Fernandes Grande / DF",92815998,Distrito Federal,89.13333333333334,82.0
161,Yuri da Cunha,moreiraian@example.com,Pessoa Física,2015-08-17 15:19:00,250.687.913-77,"Favela de Novaes, 18 Inconfidência 91458-864 Cardoso dos Dourados / RR",47030105,Roraima,118.16666666666667,20.0
304,Diogo da Cunha,nfogaca@example.net,Pessoa Física,2019-07-04 11:12:00,916.073.425-61,"Lago de Aragão, 95 Vila São Dimas 49739-793 Cardoso de Cardoso / GO",75319572,Goiás,70.93333333333334,54.0
333,Kaique da Cunha,isaac30@example.com,Pessoa Física,2019-12-03 13:34:00,975.423.018-88,"Quadra de Nunes, 726 Antonio Ribeiro De Abreu 1ª Seção 40430-944 Mendes do Oeste / ES",49961162,Espírito Santo,65.86666666666666,
365,Nicole da Cunha,meloana@example.com,Pessoa Física,2020-03-11 13:52:00,420.187.596-20,"Largo de da Cruz, 327 Heliopolis 49762-696 Carvalho / AP",6435720,Amapá,62.56666666666667,69.0
367,Vitor Hugo da Cunha,carvalholuana@example.org,Pessoa Física,2015-08-21 11:07:00,834.071.596-84,"Condomínio Cavalcanti, 18 Vila São Gabriel Jacui 74955699 da Conceição Verde / PE",20597-412,Pernambuco,118.03333333333333,
411,Vitor Hugo da Cunha,luizafogaca@example.net,Pessoa Física,2022-03-10 10:33:00,149.203.867-96,"Estação Cauã Dias, 563 Bairro Das Indústrias Ii 55294234 Ramos Alegre / RO",64285-091,Rondônia,38.266666666666666,
569,Pedro Miguel da Cunha,francisconunes@example.net,Pessoa Física,2016-11-25 12:47:00,415.687.320-07,"Avenida da Rosa, 43 São Vicente 01035037 da Costa de Nogueira / MS",49502-391,Mato Grosso do Sul,102.63333333333334,
736,Marcela da Cunha,rteixeira@example.com,Pessoa Física,2021-11-06 15:31:00,685.793.240-92,"Loteamento de Carvalho, 15 Jardim Felicidade 63256949 Pires / PI",81600217,Piauí,42.4,
801,Heloísa da Cunha,peixotosophie@example.net,Pessoa Física,2019-09-27 15:29:00,097.412.586-58,Chácara de Porto Aparecida 7Âª SeÃ§ão 52508317 Farias das Pedras / AM,63541-173,Amazonas,68.1,
854,Davi Luiz da Cunha,carolinarocha@example.net,Pessoa Física,2017-04-13 12:22:00,390.541.862-24,"Praça Marcelo Cardoso, 801 Vila Havaí 59749622 Gonçalves de Moraes / TO",09608-657,Tocantins,98.0,
979,Elisa da Cunha,bianca80@example.org,Pessoa Física,2018-03-09 16:27:00,052.697.384-65,"Largo Cauê Costela, 57 Santa Terezinha 32928-221 Alves / ES",13852-001,Espírito Santo,87.0,
127,Maria Cecília da Rocha,goncalvesthiago@example.net,Pessoa Física,2014-04-15 10:06:00,173.085.642-07,"Estrada de Moraes, 50 Vila Madre Gertrudes 4Âª SeÃ§ão 05905-261 Vieira Grande / RO",78505-017,Rondônia,134.46666666666667,
131,Ana Vitória da Rocha,sarah66@example.com,Pessoa Física,2022-03-07 10:12:00,579.802.314-14,Setor de Gomes Vila Da Ária 96571-576 Novaes / PI,05097-896,Piauí,38.36666666666667,21.0
133,Sabrina da Rocha,vitor-hugoda-cruz@example.com,Pessoa Física,2022-12-22 10:05:00,418.652.709-11,"Lagoa Catarina Nascimento, 93 Marmiteiros 56518297 Souza da Praia / SE",82212-140,Sergipe,28.7,
166,Vinicius da Rocha,oliveirajoao-vitor@example.net,Pessoa Física,2014-11-21 15:42:00,237.489.601-31,"Feira da Paz, 72 Jaraguá 20559043 Cunha de Barbosa / RR",83576382,Roraima,127.13333333333334,62.0
223,Davi da Rocha,nina15@example.org,Pessoa Física,2022-12-17 16:43:00,861.450.927-85,Rodovia de Novaes Nova Cachoeirinha 53720138 Fogaça / RJ,32671-446,Rio de Janeiro,28.866666666666667,
299,Luiza da Rocha,beatrizfarias@example.com,Pessoa Física,2022-05-02 12:39:00,093.761.258-86,"Parque Pedro Henrique da Costa, 9 Vila São Rafael 06481-189 da Cruz / MT",99906-712,Mato Grosso,36.5,61.0
318,Renan da Rocha,isabellabarbosa@example.org,Pessoa Física,2017-03-06 12:50:00,895.416.370-00,"Praça de Almeida, 16 Vila São Gabriel 35718982 Rocha do Amparo / MT",65297-551,Mato Grosso,99.26666666666667,72.0
321,Enzo Gabriel da Rocha,novaesbenicio@example.org,Pessoa Física,2020-04-24 10:58:00,430.721.985-60,"Setor de das Neves, 91 Vila Sesc 49975573 Mendes das Flores / SP",26757418,São Paulo,61.1,40.0
342,Levi da Rocha,cardosomariana@example.com,Pessoa Física,2018-05-18 15:37:00,819.435.720-97,"Aeroporto Ramos, 66 Caiçaras 13805-115 Fernandes da Serra / AP",09963-625,Amapá,84.66666666666667,
402,Maria Eduarda da Rocha,isaacfarias@example.org,Pessoa Física,2021-07-15 12:44:00,579.820.436-74,"Trevo de Ribeiro, 45 Ouro Preto 65293730 Viana / DF",93842428,Distrito Federal,46.2,76.0
449,Valentina da Rocha,bernardo59@example.net,Pessoa Física,2017-11-10 12:04:00,543.916.782-09,"Fazenda Thiago Viana, 98 Marieta 3ª Seção 24022-676 Fogaça da Prata / PI",36323-611,Piauí,90.96666666666667,
479,Fernando da Rocha,ana69@example.com,Pessoa Física,2022-09-27 11:03:00,487.259.130-50,Avenida Silveira Santa Cecilia 42240-995 Fernandes da Prata / CE,21886579,Ceará,31.566666666666666,81.0
555,Maria Julia da Rocha,joao-lucas62@example.com,Pessoa Física,2012-08-24 12:57:00,703.184.265-44,"Alameda de Silva, 5 Tirol 97876009 Duarte / TO",58836369,Tocantins,154.43333333333334,
557,Caio da Rocha,da-motakaique@example.org,Pessoa Física,2017-12-09 12:29:00,904.587.261-76,"Distrito Davi Lucas Peixoto, 50 Buritis 22871-810 Martins da Mata / AM",8567273,Amazonas,90.0,
622,Sofia da Rocha,pietra86@example.org,Pessoa Física,2018-01-24 14:45:00,712.043.896-40,"Aeroporto Emilly Monteiro, 2 Saudade 02759639 Pereira Paulista / AL",55775-046,Alagoas,88.46666666666667,
695,Stephany da Rocha,heitor45@example.org,Pessoa Física,2021-04-18 15:39:00,917.286.305-68,"Condomínio Cardoso, 86 Camponesa 2ª Seção 58777212 Cardoso / AM",58492135,Amazonas,49.13333333333333,
700,Maité da Rocha,znogueira@example.com,Pessoa Física,2017-12-06 16:13:00,376.218.950-12,"Trecho de Cunha, 69 Jaqueline 18973252 Silva Paulista / RO",13306021,Rondônia,90.1,
727,Helena da Rocha,da-cruzemanuelly@example.com,Pessoa Física,2020-08-10 12:55:00,596.371.042-16,"Largo de Viana, 5 Maria Goretti 10929-994 Freitas / TO",95852-485,Tocantins,57.5,55.0
808,Esther da Rocha,jlima@example.com,Pessoa Física,2013-08-08 14:43:00,475.836.102-90,Chácara da Mota Vila Mangueiras 58786767 Moreira da Mata / DF,15651001,Distrito Federal,142.8,78.0
835,Ana Vitória da Rocha,wpinto@example.net,Pessoa Física,2019-12-09 11:43:00,521.396.870-86,Pátio de Teixeira São Salvador 81363-722 Costa / AM,48804710,Amazonas,65.66666666666667,21.0
840,Rebeca da Rocha,yagoda-paz@example.org,Pessoa Física,2013-02-05 11:08:00,356.271.984-19,"Praça Cunha, 6 Novo São Lucas 97233-609 Costa / RR",84203-810,Roraima,148.93333333333334,42.0
850,Yago da Rocha,rezendemaria-alice@example.net,Pessoa Física,2013-07-22 14:42:00,123.765.894-28,"Favela Rodrigues, 62 Providencia 94259-772 Nogueira / CE",47657-827,Ceará,143.36666666666667,
937,Antônio da Rocha,levi75@example.net,Pessoa Física,2022-06-16 11:01:00,687.439.015-57,"Viela da Cunha, 862 Canadá 07585-026 Souza / RS",77420111,Rio Grande do Sul,35.0,
960,Yasmin da Rocha,peixotolevi@example.net,Pessoa Física,2014-07-05 13:14:00,435.106.278-90,Distrito de Fernandes Conjunto Novo Dom Bosco 58539-369 Fogaça / MA,90446-968,Maranhão,131.76666666666668,46.0
980,Agatha da Rocha,kevinsilveira@example.net,Pessoa Física,2022-07-27 11:26:00,369.172.504-06,"Vila de Novaes, 31 São José 33867284 Porto da Praia / MG",6282416,Minas Gerais,33.63333333333333,
59,Kevin Fernandes,esthermoura@example.com,Pessoa Física,2017-03-10 12:19:00,952.718.630-77,"Favela Maria Vitória da Mata, 459 Vila Nova Cachoeirinha 1ª Seção 87346483 Oliveira Alegre / SC",3392871,Santa Catarina,99.13333333333334,
